Category	level	distribution_channel	period	dt	manufacturer	brand	BBSKU	NAMESKU	ean	segment	format	tar_rmce	vol	val	rcnt	qty	shvol	shval	shrcnt	shqty	dntot	dn	dnvol	dnval	dwqty	dwvaltot	shsvol	shsval	avp	avpjm	avtvol	avtval	avtqty	avsvol	avsval	avsrcnt	avsqty	avgsku
miss	5	Wholesale	1	04/08/2025	Walker and Sons	cut	BB4476	case	6393436262048	everybody	eat	0.85	219.75	779.11	71	196	12.34	85.78	8	180	4870.46	457.87	212.34	412.0	361	786.79	40.19	94.02	78.44	51.25	274.93	662.1	158	84.01	79.72	54	345	248
prepare	1	Online	1	04/10/2025	Solomon-Wood	return	BB7107	cell	5636694118001	go	word	0.03	792.61	842.36	67	420	74.38	32.43	11	492	3288.75	220.71	282.31	201.77	316	647.99	83.03	80.33	58.21	13.76	639.91	977.58	89	40.91	32.49	21	224	237
easy	1	Wholesale	3	04/10/2025	Odonnell-Barajas	wrong	BB9004	mother	9646528092427	most	mind	0.12	581.16	398.09	98	322	91.75	83.9	11	486	2289.62	55.69	22.56	15.65	395	597.36	3.75	71.05	92.14	8.8	388.58	744.92	67	98.36	63.81	100	184	192
wonder	2	Wholesale	4	04/08/2025	Humphrey-Anderson	free	BB8624	but	5027456449486	form	least	0.19	842.05	729.05	49	395	26.79	6.12	6	479	1575.08	21.34	492.55	434.8	57	464.54	59.99	11.6	28.96	89.57	101.85	499.3	186	91.36	21.59	13	252	815
walk	1	Online	2	04/08/2025	Stewart Group	south	BB2870	current	2032074276171	amount	letter	0.96	85.55	690.46	49	456	32.04	90.92	11	93	2195.02	452.78	333.24	319.29	438	41.14	97.62	99.38	48.91	61.79	551.02	166.8	380	26.2	13.04	78	16	549
heavy	1	Wholesale	9	04/07/2025	Hoffman, Ellis and Rodriguez	service	BB2151	Democrat	4228499390891	couple	keep	0.22	371.24	899.59	4	168	14.72	9.26	45	482	1506.32	144.1	107.63	55.07	363	555.98	30.14	74.77	50.08	51.75	405.94	201.12	89	20.59	84.76	92	144	985
wife	4	Retail	10	04/07/2025	Sanchez Group	research	BB1504	responsibility	1659152017771	production	exist	0.31	796.16	954.22	63	222	88.4	42.95	48	140	4263.57	315.23	307.57	220.36	291	359.39	89.89	82.11	45.49	89.06	958.52	260.53	210	30.05	82.84	83	487	989
phone	5	Online	7	04/10/2025	Smith, Booker and Douglas	local	BB5923	travel	450189616422	education	spend	0.11	810.95	435.09	24	184	25.29	22.3	24	191	1580.16	164.08	14.72	347.26	368	335.58	47.07	79.73	89.98	56.6	391.73	605.78	270	22.53	56.53	92	312	969
tree	1	Wholesale	11	04/11/2025	Davis-Phelps	commercial	BB6642	camera	4764925158371	like	value	0.68	440.85	815.26	26	101	5.92	49.9	3	141	2684.95	70.81	93.86	170.17	197	244.06	3.11	2.77	78.55	58.0	14.6	467.15	68	84.32	40.88	69	471	541
important	1	Online	11	04/09/2025	Adams-Burke	believe	BB6592	leader	6108573278810	fill	management	0.07	104.17	804.49	93	155	28.19	75.62	26	41	3225.8	163.46	310.04	202.73	357	984.13	49.84	64.47	91.14	84.46	938.33	111.72	115	5.74	2.03	14	166	883
leave	4	Retail	3	04/11/2025	Solomon Group	first	BB2243	necessary	6490810818669	between	majority	0.19	903.25	375.19	69	3	93.48	86.93	17	453	4139.78	64.29	474.1	46.77	169	691.04	79.37	38.58	70.17	92.56	587.62	128.7	164	86.33	75.55	53	327	458
recent	1	Wholesale	9	04/09/2025	Carroll, King and Scott	beat	BB8017	country	2601645977948	growth	why	0.58	664.66	976.59	42	396	73.36	23.36	17	393	2184.94	50.57	283.67	437.71	338	650.66	85.73	69.8	8.44	49.97	220.35	673.79	240	82.03	19.6	14	175	214
try	5	Wholesale	9	04/08/2025	Clark Inc	skin	BB9416	nor	61027769745	present	tax	0.76	318.71	459.48	20	435	50.95	91.5	15	470	2454.58	487.78	435.25	261.6	400	406.2	7.8	42.89	68.94	95.2	581.47	111.04	237	87.74	74.76	31	9	916
practice	4	Retail	5	04/09/2025	Vazquez-Mccarty	Republican	BB6412	central	310303723682	cut	before	0.48	535.58	358.44	16	475	55.48	36.09	14	78	2587.71	221.12	173.53	226.26	190	106.83	65.21	73.47	42.84	30.11	408.67	598.11	272	61.14	52.34	14	349	52
fish	2	Retail	4	04/08/2025	Hernandez-Henderson	but	BB2277	market	793349605011	professor	throw	0.05	45.33	273.52	9	273	11.0	23.42	40	359	3863.29	202.03	59.64	369.62	451	694.77	50.02	17.93	21.15	64.05	708.79	295.1	2	10.33	50.82	90	319	489
sell	3	Wholesale	4	04/07/2025	Petty-Allison	since	BB9984	although	7678997308060	part	four	0.32	78.76	195.47	59	73	96.26	66.94	28	172	1083.31	487.44	441.82	93.66	390	854.56	59.81	96.98	58.73	49.34	255.04	118.29	420	2.72	68.32	38	428	234
on	5	Wholesale	3	04/09/2025	Adams Ltd	key	BB7179	wrong	5760243757387	discuss	people	0.78	108.99	805.85	43	232	49.58	35.73	35	132	3653.63	134.23	234.79	415.6	155	713.06	89.25	77.68	85.84	90.31	599.79	121.63	352	52.41	64.34	19	211	877
when	2	Wholesale	3	04/08/2025	Morgan, Guzman and Kirby	realize	BB7246	keep	5729341722321	police	million	0.5	251.92	743.6	56	185	21.42	9.84	25	328	1431.73	144.22	317.18	277.01	468	454.78	95.87	53.16	27.27	68.23	889.11	397.12	214	94.58	28.35	25	22	594
blood	5	Wholesale	6	04/09/2025	Hahn-Snyder	easy	BB3800	her	4522801561932	camera	or	0.12	797.38	571.0	45	148	11.91	1.83	44	76	2865.27	83.61	483.67	315.66	341	170.98	49.2	7.4	30.18	45.93	225.15	827.22	64	6.27	31.28	56	181	677
door	1	Retail	5	04/10/2025	Scott-Peterson	hear	BB0842	tonight	8910771199181	analysis	movement	0.35	290.43	860.42	86	491	77.12	16.35	6	366	2082.68	498.0	106.4	296.76	42	297.89	4.18	93.36	25.62	68.17	392.38	405.12	463	10.72	26.86	39	306	319
book	2	Wholesale	7	04/07/2025	Soto and Sons	whether	BB5247	sound	8712552137609	else	they	0.8	147.78	769.98	33	70	42.21	20.75	20	44	2189.34	464.29	235.97	99.85	401	877.16	44.25	14.72	44.75	32.01	935.53	715.47	240	36.07	47.19	53	237	29
table	5	Retail	7	04/10/2025	Peterson-Wagner	bed	BB4565	professional	3286326667852	yet	all	0.76	619.06	309.37	32	298	51.71	13.6	35	461	3262.3	153.74	380.11	202.4	207	673.38	46.82	76.54	52.28	84.08	93.81	277.47	333	11.6	59.84	38	290	494
level	3	Retail	2	04/07/2025	Carrillo Ltd	sure	BB8115	forward	6260602908461	interest	various	0.67	741.97	62.49	27	265	15.27	74.3	32	70	1894.17	341.08	427.61	157.44	160	721.95	93.72	80.76	62.74	20.87	76.47	161.49	451	12.98	10.59	27	54	486
responsibility	1	Wholesale	8	04/11/2025	Spencer, Torres and Newton	where	BB5048	popular	2673899756341	become	although	0.06	130.59	410.51	24	420	24.26	84.93	17	421	3451.04	225.17	332.5	70.37	75	639.84	19.3	82.04	66.09	17.91	744.25	551.21	244	48.57	29.66	13	492	603
note	4	Online	11	04/09/2025	Price-Higgins	until	BB2884	different	1884852008945	effort	there	0.39	700.68	116.26	54	417	43.06	3.77	30	62	3256.84	15.4	158.35	326.1	458	660.62	45.0	90.9	36.12	14.79	883.6	463.77	5	98.19	36.42	65	108	358
staff	5	Online	9	04/08/2025	Barber-Benitez	bring	BB0548	health	1017490753995	send	wall	0.17	159.89	659.37	73	174	46.49	86.01	9	143	4139.84	332.64	462.5	43.42	430	648.68	38.28	47.7	66.24	58.03	928.14	777.64	270	26.66	70.08	76	490	595
writer	3	Wholesale	10	04/08/2025	Wade, Richard and Hall	firm	BB4926	nature	3158935712660	beat	best	0.07	39.23	735.55	30	50	66.86	50.44	44	244	2294.64	123.45	388.15	459.46	408	244.25	90.08	18.23	89.35	75.83	425.86	73.73	314	25.8	4.7	96	38	453
assume	3	Wholesale	11	04/08/2025	Beasley-Alvarez	like	BB1586	per	8864976776220	mouth	care	0.92	327.95	701.74	49	69	98.9	57.8	13	101	2009.98	224.38	150.18	108.58	83	439.72	53.32	79.21	9.52	3.4	960.23	105.24	18	81.19	89.44	47	397	418
memory	5	Wholesale	2	04/11/2025	Ellis, Faulkner and Palmer	newspaper	BB1377	alone	2851961159409	necessary	claim	0.19	732.68	911.88	83	271	50.12	83.41	37	424	2894.93	182.53	313.05	283.76	71	803.58	44.45	62.92	87.52	57.35	135.92	522.07	52	12.67	23.83	77	277	339
buy	1	Retail	5	04/07/2025	Torres-Brooks	financial	BB7022	step	9604432701859	author	truth	0.39	364.33	873.72	21	496	29.52	53.91	16	437	3071.04	309.51	163.0	313.14	280	700.54	11.98	47.63	91.82	27.04	39.68	344.66	134	20.85	88.91	8	72	210
another	5	Wholesale	6	04/09/2025	Olson-Collins	local	BB5679	cause	2877725199665	early	we	0.24	82.18	948.52	79	360	83.67	80.94	23	37	4799.63	303.09	310.09	49.49	283	483.98	13.82	72.61	11.3	50.16	232.99	356.76	245	31.04	85.13	30	11	954
indicate	1	Retail	4	04/11/2025	Weaver-Rubio	voice	BB7412	second	948181398908	over	nearly	0.61	385.59	686.76	3	283	48.74	39.33	25	357	1500.95	353.66	279.28	66.64	61	898.18	98.27	37.4	20.17	44.22	67.34	239.71	302	1.99	41.89	97	455	828
current	5	Wholesale	1	04/09/2025	Shaw-Smith	reason	BB8204	stop	3397189569075	training	world	0.87	257.42	66.31	8	65	44.42	28.98	21	180	3409.66	446.31	499.06	73.56	204	483.91	13.12	8.6	25.77	54.82	499.98	737.87	183	89.87	86.02	57	366	310
agency	3	Wholesale	5	04/09/2025	Kim-Perry	trade	BB8564	benefit	1182422412469	resource	condition	0.53	274.86	700.79	65	54	6.35	90.14	46	487	3487.49	147.09	109.74	77.19	500	525.78	31.19	55.74	13.15	72.77	790.06	45.51	121	70.14	65.34	59	488	117
artist	1	Online	1	04/10/2025	Woodward, White and Reeves	fire	BB6152	itself	5461033993786	soldier	mother	0.28	390.33	828.91	11	31	28.63	61.37	32	10	4451.09	198.48	31.76	110.81	95	663.33	53.72	66.38	4.1	76.54	937.85	910.95	387	89.42	92.35	34	415	772
image	5	Retail	1	04/11/2025	Adams LLC	majority	BB8617	air	6304891382493	investment	like	0.73	625.32	867.08	94	476	73.81	6.65	7	284	2552.44	363.44	342.21	430.67	481	539.41	42.96	72.2	77.13	26.75	960.7	472.66	474	24.58	90.86	36	410	699
because	3	Retail	4	04/10/2025	Mason, Patton and Thomas	now	BB2386	which	8700794200748	piece	enough	0.3	575.37	48.22	36	186	27.61	25.8	42	415	4086.26	16.05	160.38	333.78	429	271.87	18.7	46.81	44.55	47.18	966.23	485.41	433	56.1	41.45	75	481	82
those	3	Wholesale	9	04/10/2025	James, Bell and Chen	pay	BB8402	single	8914161284631	popular	mother	0.95	446.04	265.43	36	133	87.04	13.6	41	90	1587.61	312.8	34.29	66.08	20	192.41	51.17	44.59	32.42	55.79	235.67	952.19	133	97.55	2.6	46	277	736
suffer	1	Wholesale	4	04/11/2025	Henson-Dougherty	prove	BB4743	recognize	5537950209702	week	act	0.11	511.87	122.05	10	122	21.2	57.47	44	213	1285.57	218.97	148.71	22.1	311	790.28	34.16	41.41	65.55	47.6	973.77	625.7	83	37.46	29.8	20	467	606
remember	1	Retail	10	04/08/2025	Gutierrez Ltd	score	BB7681	store	1807156956200	capital	maintain	0.81	515.69	783.07	66	402	58.57	35.06	14	194	4322.91	25.97	365.87	196.73	333	87.66	8.65	93.62	23.23	50.85	578.69	552.75	215	54.36	13.0	68	409	53
hospital	5	Online	11	04/07/2025	Wallace and Sons	situation	BB0453	believe	9433750479306	deal	tend	0.52	323.77	203.07	74	151	91.2	33.54	50	186	1923.56	164.26	486.47	349.61	228	735.47	88.14	36.83	35.85	51.06	915.49	656.8	310	23.8	78.84	30	292	848
pull	2	Wholesale	4	04/11/2025	Rodriguez-Ramirez	month	BB7283	receive	9992192124934	upon	necessary	0.67	669.24	609.49	37	175	32.07	9.07	27	259	4932.99	292.25	319.99	388.6	461	188.12	45.95	17.51	42.44	76.79	714.27	475.16	52	13.51	4.37	56	13	707
shoulder	2	Retail	3	04/10/2025	Lee-Gregory	room	BB8948	use	7060566418773	high	nation	0.87	919.44	905.22	46	66	40.83	56.14	46	151	1476.12	449.74	450.19	299.82	316	116.69	72.5	8.3	92.15	95.04	911.57	634.52	380	83.65	29.64	62	359	138
song	2	Wholesale	10	04/09/2025	Stephenson and Sons	anyone	BB4687	four	635190361336	community	girl	0.08	896.64	597.62	48	346	65.29	38.56	29	91	3034.67	298.16	472.94	57.48	153	498.36	5.78	52.25	52.99	51.31	928.76	292.4	197	32.54	18.66	19	22	834
foreign	2	Online	9	04/08/2025	Garrett Inc	ahead	BB7609	subject	5431735058311	stand	plan	0.58	619.32	108.47	37	85	12.74	28.11	29	115	4541.4	151.35	459.67	494.51	386	115.06	23.94	28.58	10.5	55.66	513.61	177.16	307	90.35	96.03	70	276	819
president	2	Retail	8	04/08/2025	Duran-Garrett	particular	BB1100	huge	5120704961102	operation	area	0.37	289.02	948.4	55	375	45.04	13.49	30	152	4671.98	360.96	460.4	68.77	456	437.94	27.04	86.59	99.31	73.43	125.3	360.18	41	74.68	23.02	10	168	161
financial	5	Online	5	04/10/2025	Morales-Williamson	item	BB3990	long	6769915078590	data	box	0.63	517.72	779.28	91	353	32.17	92.55	28	52	4729.47	399.16	165.59	422.3	339	839.26	62.98	94.97	63.1	25.35	590.48	873.39	113	67.66	27.26	20	249	834
board	2	Wholesale	8	04/10/2025	Larson Inc	personal	BB3928	establish	5679723200247	pattern	least	0.13	638.42	97.82	67	439	72.61	22.2	28	35	2962.76	309.5	357.9	29.02	353	270.44	38.65	58.81	64.13	48.94	660.37	188.26	154	84.23	87.63	86	249	502
must	4	Wholesale	6	04/08/2025	Webster, Collins and Mcclure	stand	BB2274	player	5450892038806	knowledge	guy	0.48	105.57	121.24	97	392	29.44	96.97	21	127	3649.67	66.75	237.72	166.26	59	354.1	40.41	13.68	88.33	84.17	865.37	605.05	352	24.25	29.8	65	111	912
deal	4	Retail	9	04/11/2025	Davidson and Sons	stock	BB1537	run	7959959465213	look	under	0.26	324.44	397.46	57	218	40.47	91.32	18	249	3912.75	176.52	411.08	161.17	210	229.1	87.69	54.07	78.18	11.92	968.57	614.64	67	60.89	2.97	93	11	822
strategy	4	Retail	12	04/07/2025	Crawford Inc	purpose	BB3379	different	3756362050159	all	one	0.91	769.17	557.37	84	26	52.35	36.85	13	81	4352.6	203.81	361.73	152.19	83	911.55	33.82	22.35	73.6	94.06	45.71	29.83	482	53.13	50.65	63	22	161
building	3	Online	1	04/11/2025	Roberts and Sons	program	BB9500	decide	3423425832303	control	threat	0.63	691.19	43.44	96	64	81.49	38.41	26	68	4273.18	439.54	432.37	47.5	259	724.89	76.48	42.12	2.46	83.19	608.82	160.33	377	59.23	39.72	78	440	320
everybody	3	Online	9	04/11/2025	Smith Ltd	certain	BB6153	focus	7355289611229	study	customer	0.3	464.32	108.68	84	296	47.67	29.83	6	114	4867.55	284.89	246.84	454.76	274	511.53	38.86	99.32	73.03	95.19	765.07	717.43	232	23.18	97.54	51	395	238
dark	4	Online	8	04/09/2025	Gray, Brooks and Greene	provide	BB3099	current	8425304289739	short	beat	0.11	317.5	152.33	81	500	9.28	56.53	14	443	4768.37	300.77	51.11	207.57	430	478.78	72.58	57.1	24.01	76.97	259.5	318.34	173	83.6	4.61	89	290	614
still	4	Retail	5	04/08/2025	Gibbs-Mendez	computer	BB8685	moment	8725587774961	pull	will	0.76	796.75	550.13	41	492	65.55	32.86	46	248	3057.72	430.74	496.45	49.9	54	431.45	8.67	13.6	2.35	52.47	130.26	205.39	446	97.22	4.87	55	254	175
street	5	Online	3	04/08/2025	Santos, Clark and Jacobson	live	BB3634	large	6925481214781	he	drug	0.42	19.17	126.41	38	369	92.28	67.99	34	166	3460.4	192.1	328.61	79.34	268	688.17	80.48	95.25	37.75	60.85	477.39	218.51	170	92.78	72.29	18	85	537
past	4	Retail	6	04/08/2025	Marshall PLC	great	BB6776	issue	5754602734157	week	beautiful	0.18	475.79	993.38	1	160	70.44	20.73	7	276	2834.37	56.41	316.24	301.28	35	356.95	56.36	23.38	63.25	92.86	281.83	822.55	445	43.19	73.2	48	320	786
financial	4	Online	9	04/07/2025	Hunt, Schneider and Hartman	with	BB3111	here	835354443926	top	soldier	0.64	210.56	596.71	14	375	22.43	18.65	37	53	1506.82	265.94	325.97	197.64	295	774.26	59.62	28.45	80.92	87.26	671.81	478.67	87	1.26	23.95	28	47	952
sense	5	Retail	3	04/10/2025	Daniels, Green and Carrillo	father	BB5669	sometimes	782633373897	stock	old	0.48	10.24	87.01	7	71	51.66	44.53	43	242	2308.36	255.18	67.48	284.47	194	776.18	70.92	36.14	84.03	32.38	87.42	609.33	110	95.58	94.6	36	365	147
sometimes	4	Wholesale	8	04/11/2025	Sharp-Murray	strong	BB1536	speech	6377805292409	money	take	0.7	258.03	129.04	56	334	35.47	3.5	24	438	2864.3	338.32	366.96	114.75	287	877.53	92.14	19.91	38.05	93.39	995.48	203.88	185	53.07	1.56	40	169	97
reason	3	Online	9	04/07/2025	Morgan-Barnes	rich	BB6845	people	902259999664	democratic	include	0.61	43.19	282.2	62	204	5.35	69.85	17	141	3501.08	485.86	413.43	432.96	475	476.1	61.15	45.99	18.2	75.24	651.07	550.13	54	4.78	3.85	92	79	723
attack	2	Retail	2	04/10/2025	Hughes, Wells and Murphy	live	BB4121	Republican	8209702316439	early	film	0.83	128.23	448.94	91	32	32.11	85.93	18	437	1776.73	310.86	18.17	420.26	435	900.67	89.88	17.75	98.64	72.49	372.59	24.03	341	40.91	83.93	86	32	67
receive	2	Wholesale	3	04/09/2025	Jones, Brown and Stone	Congress	BB5662	bring	2867163234677	cold	PM	0.08	448.96	282.77	26	353	51.04	18.12	48	432	4351.44	11.58	144.14	181.84	175	471.59	83.77	9.52	93.1	9.73	918.83	190.68	45	19.38	59.52	3	393	174
paper	1	Retail	11	04/07/2025	Matthews-Shaw	reveal	BB7430	character	7169385977796	among	since	0.46	878.43	943.8	40	429	68.41	94.32	13	383	4023.33	75.04	36.13	355.9	92	286.17	56.94	41.98	83.69	28.01	207.23	979.49	133	70.06	27.19	63	182	593
benefit	3	Online	11	04/08/2025	Lucas-Ellison	hand	BB4692	just	3296762916032	value	truth	0.45	634.72	833.41	5	487	83.64	39.18	35	292	1842.65	354.07	179.99	407.35	408	295.8	34.88	96.88	55.61	74.57	276.26	518.14	108	26.56	47.3	5	473	119
coach	5	Wholesale	11	04/08/2025	Khan-Medina	reflect	BB1376	sound	8151185672437	move	another	0.48	472.57	329.76	73	194	66.17	90.23	21	360	1418.45	185.85	451.5	87.79	244	341.37	65.14	10.92	91.4	31.32	472.17	194.3	12	44.46	62.04	76	295	712
maintain	4	Wholesale	7	04/10/2025	Jones Ltd	Republican	BB7656	total	3600412577717	beautiful	official	0.83	260.05	379.48	44	248	68.18	30.72	15	391	4739.02	464.17	62.85	218.69	138	954.44	40.67	3.83	51.71	92.31	887.73	965.58	483	52.88	95.2	73	385	143
realize	2	Wholesale	6	04/09/2025	Reeves Group	challenge	BB7422	this	912418621046	class	let	0.97	316.18	768.16	45	235	40.2	46.6	43	76	1801.63	94.31	160.69	100.45	440	211.29	9.93	25.23	68.79	84.72	380.52	482.57	177	10.89	55.43	51	358	218
help	4	Wholesale	7	04/07/2025	Robinson Inc	walk	BB8370	think	8164709006335	house	when	0.71	765.43	104.87	17	163	76.54	14.22	50	168	4592.09	411.7	367.88	218.05	202	538.77	35.34	67.32	97.05	3.66	886.73	186.38	121	37.54	34.65	1	313	614
edge	4	Retail	11	04/07/2025	Davis Group	ahead	BB0531	discussion	1220681558396	despite	world	0.14	196.09	219.12	56	48	34.62	65.75	28	78	2139.86	199.54	412.42	27.07	491	955.47	18.77	40.42	52.22	11.54	808.17	352.82	376	11.04	86.38	2	83	327
number	2	Wholesale	9	04/08/2025	Mcmillan-Martinez	different	BB1552	administration	6506373149505	audience	value	0.69	21.47	657.28	86	206	42.82	6.4	28	133	3968.26	66.82	405.49	455.02	258	379.1	47.88	34.17	53.97	37.12	787.64	980.93	273	76.2	87.16	11	77	8
discover	3	Wholesale	10	04/09/2025	Turner-George	blue	BB8924	beyond	9562525715094	which	pay	0.2	814.71	730.35	59	223	5.81	28.89	8	445	2958.49	189.88	445.69	346.33	130	431.45	67.82	76.92	3.33	27.46	300.31	422.89	229	33.14	63.96	77	58	366
list	1	Wholesale	12	04/07/2025	Dixon-Harmon	most	BB9030	practice	1436391025749	defense	civil	0.25	93.21	103.63	94	75	63.66	43.68	18	177	4887.41	347.61	129.61	414.53	428	932.94	82.23	57.34	5.02	33.33	47.9	613.26	371	64.14	88.32	49	263	743
how	1	Online	11	04/10/2025	May and Sons	wind	BB9752	fall	5086403553386	arm	what	0.42	32.16	950.86	33	370	65.64	88.41	28	495	1465.7	103.91	137.88	158.57	264	543.77	79.58	69.73	5.83	57.76	223.06	936.12	141	74.94	78.05	36	257	688
whose	1	Wholesale	7	04/07/2025	Mcneil, Solis and Horton	doctor	BB9685	cover	7017130232129	person	often	0.68	279.95	413.11	3	401	42.02	13.85	18	237	3396.32	488.19	165.9	118.45	10	711.92	22.88	61.53	73.09	61.32	466.04	426.56	305	33.55	39.51	72	7	352
theory	3	Online	6	04/08/2025	Young Inc	last	BB7423	election	6293449734719	here	information	0.15	855.81	503.98	69	358	17.83	39.62	26	17	3642.79	289.94	48.52	248.4	177	92.26	75.05	53.43	31.1	75.33	456.98	472.71	80	62.86	17.51	46	290	442
huge	4	Retail	5	04/07/2025	Ruiz Group	mouth	BB9627	again	6614982824673	follow	long	0.74	989.78	381.53	69	68	38.46	94.93	8	50	2583.0	113.54	64.21	151.78	443	167.53	77.97	73.71	40.71	41.44	753.77	424.0	307	28.61	77.28	81	55	681
federal	3	Wholesale	9	04/11/2025	Hart-Castillo	goal	BB2732	whom	3008576665675	foot	put	0.39	860.47	499.88	60	147	82.79	45.5	12	205	2153.63	271.01	173.69	237.37	89	686.52	10.73	58.44	42.39	42.41	196.99	38.75	115	14.72	62.37	11	307	585
per	4	Retail	6	04/11/2025	Ortiz Inc	will	BB1692	daughter	6458750663374	already	will	0.25	573.61	477.19	12	488	37.66	74.55	42	200	3208.23	433.08	426.65	89.08	189	725.83	24.69	47.74	71.57	20.78	141.32	74.16	16	21.49	46.66	32	351	618
tax	4	Retail	3	04/11/2025	Mccoy-Rhodes	save	BB2497	yet	2439920116696	wear	be	0.5	120.05	607.97	43	447	92.1	16.77	30	370	4849.9	13.37	25.84	341.67	444	524.57	47.55	39.15	78.52	95.8	884.52	541.97	367	77.88	65.06	69	366	25
national	4	Online	12	04/11/2025	Liu and Sons	themselves	BB6448	no	6946119524362	say	foot	0.29	404.41	824.09	99	21	36.97	71.95	33	323	3598.52	220.01	70.79	81.53	135	760.36	58.4	79.37	72.48	37.28	659.97	150.53	125	79.76	21.8	13	169	658
according	1	Online	12	04/07/2025	Velasquez Inc	bill	BB1686	real	4622522372814	little	our	0.75	759.41	349.02	89	228	33.74	45.59	17	291	2101.2	27.51	78.61	265.67	14	228.81	37.71	36.91	29.83	94.53	166.72	637.56	244	71.59	67.65	20	381	825
teach	2	Retail	10	04/10/2025	Lopez Inc	so	BB2346	let	9121416141505	pay	easy	0.86	264.73	235.64	28	299	30.99	58.84	17	187	3884.56	375.27	498.1	208.86	317	901.0	97.27	64.74	59.13	50.61	528.1	384.2	475	49.04	17.74	68	247	180
mean	4	Online	1	04/10/2025	Chambers-Garcia	ask	BB4090	bill	3806984775968	great	hospital	0.34	316.22	232.07	36	312	78.02	79.14	42	101	2426.01	235.07	457.22	454.09	431	748.79	82.07	78.98	89.92	74.4	369.92	42.51	321	10.79	33.62	9	139	567
rest	5	Wholesale	9	04/07/2025	Key-Montoya	yeah	BB5669	art	5510762091840	scene	society	0.97	65.42	571.04	32	126	26.35	74.2	45	480	3603.23	130.09	347.92	233.47	21	979.58	27.31	28.47	74.57	73.6	918.29	907.08	68	52.73	7.03	30	125	600
teacher	5	Online	8	04/08/2025	Richardson PLC	rich	BB7863	about	5050573976917	happen	later	0.54	783.6	325.67	82	38	20.45	12.52	6	244	1789.58	275.76	115.35	248.74	292	19.51	43.55	90.59	72.28	44.82	646.2	593.05	326	61.83	46.17	1	129	773
wrong	4	Wholesale	5	04/08/2025	Hatfield-Vincent	west	BB1649	day	2898027148724	war	like	0.63	335.35	488.45	37	488	64.88	27.16	35	128	2364.57	342.14	256.5	316.7	58	977.46	94.62	49.27	32.6	97.46	475.8	171.5	34	76.28	67.62	13	474	883
business	4	Online	11	04/10/2025	Bates-Allen	development	BB2116	senior	256434712877	believe	stuff	0.82	201.66	117.62	30	110	31.41	31.23	50	272	2887.5	345.53	464.5	113.04	345	163.05	16.48	76.87	78.8	85.38	614.02	165.56	490	52.13	47.9	77	404	427
role	3	Retail	5	04/07/2025	Wiggins-Huynh	space	BB9156	whether	6863341411157	sit	person	0.93	836.09	377.08	40	171	72.94	83.09	21	231	2232.07	286.01	383.72	12.78	482	410.04	96.9	36.01	80.73	97.52	769.38	29.28	361	21.02	66.54	33	151	853
write	3	Retail	6	04/10/2025	Garner Inc	page	BB5256	part	409836655284	record	play	0.79	332.43	564.37	26	409	22.28	50.79	18	55	1297.71	88.6	364.2	471.33	304	475.17	97.14	5.55	66.28	69.09	909.8	492.17	144	98.71	59.03	8	52	58
performance	3	Online	9	04/08/2025	Rodriguez Inc	nothing	BB7524	third	3772942095488	risk	candidate	0.44	291.39	477.12	96	38	33.13	77.75	27	423	1607.09	83.71	156.44	108.0	46	443.88	33.46	55.11	66.41	56.11	819.14	692.67	72	77.44	7.73	90	365	757
